symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	expressionAtlas	impc
SLC9A2	0.04814775978752202	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0948008950051801	0.3722968204573568
UGT1A1	0.04814520245993618	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3959760111601873	No data
SNX13	0.048128741363698435	0.07916812497866849	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
C2	0.048028216131127545	0.0691415721026834	No data	No data	No data	No data	No data	No data	No data	No data	0.19722393003197367	No data
SOX2	0.04792157185769185	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3941367343615543
MRPL20	0.04789653525473776	0.07878616356155828	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
AKR1B15	0.04786074667088092	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07247046643424578	0.37551885368469834
RIGI	0.04786059118166888	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3936351914535246
SLC26A9	0.047859160222210234	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05539621234913424	0.3797743692679797
WIPF1	0.04780287613390274	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07713226626765654	0.37387744053114697
NPIPB7	0.04770589266799598	0.07847257098245099	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCAR1	0.047682456910364754	0.07843402094069739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TFF2	0.047646875288757995	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18993865011160987	0.3443927968469833
CXCL2	0.047616551787246324	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3916280600877399	No data
SST	0.04759403639188273	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1047922252165259	0.36524482320506196
LMNA	0.04759387771987142	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3914415744921427
FAM151A	0.047585566658358384	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3913732191666214	No data
OLFM4	0.04751628631948988	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.32370305289640033	0.2684014471455307
NIBAN3	0.0474688365357031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.39041315822618305
OTOP2	0.0473757682647401	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38964770703232476	No data
VIPR1	0.047368420075330826	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2105665055521866	0.336945644576241
GIMAP5	0.047354316696008966	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02444046020017493	0.3833611609738883
SYNGAP1	0.04734386790018873	0.07787706772907159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANXA10	0.04728958972402537	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38893892125396573	No data
MUS81	0.047280216548117975	0.04488872669446252	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3327509220727208
REG1B	0.04714246032542047	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3212364068216273	0.2659697239550842
PTPN6	0.047138062565760294	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3876926679068711
IL36RN	0.04709001718465128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38729751288842346
CLEC4M	0.04708447348683101	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38725191807860265
LIG4	0.047062298695549926	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38706953883931916
TMEM252	0.04702131250030476	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3867324429444723	No data
PELATON	0.04693964978141085	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3860607980860876	No data
TNFRSF4	0.04689815593835772	0.0754911933701663	No data	No data	No data	No data	No data	No data	No data	No data	0.03305424051970058	No data
RASGRP4	0.0468791952041662	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09683806416168271	0.36135406610034754
HLA-DQB2	0.04686971992535695	0.07709713031399973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CD72	0.046832969251627984	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02382463872564771	0.3792272315501292
APLNR	0.04683239812382255	0.07261618959533704	No data	No data	No data	No data	No data	No data	No data	No data	0.08839098378197521	No data
CLEC5A	0.04671707396417759	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.38423019649370493	No data
ATP6V0A1	0.046687748605653175	0.07679780131073376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GIMAP1-GIMAP5	0.046611411272834594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3833611609738883
TNFAIP8	0.04659593539415167	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.146792499355257	0.3465357529085643
FUT11	0.04650471517869243	0.07649672522167918	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINE1	0.04647987159199927	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3822792970400976	No data
HSD11B1	0.046402145835637815	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3816400322038135	No data
TMIGD1	0.0463707715894528	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.31312656063881605	0.273021721207379
BCL6	0.04635858261213422	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11028961963827343	0.3537093363203814
RGS13	0.04635431332846152	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14692897994454396	0.34451438300650566
TNFRSF21	0.04629357259780575	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3807470585441583
NAT8	0.046175130366897986	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3797729161633718	No data
KCNE2	0.046120929183936815	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11687914266921325	0.3501073463445326
TH	0.04610582583088839	0.07584058253344696	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
EZR	0.04609769527482285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3791360419304875
LAMC3	0.046083200443335096	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37901682744468823	No data
RASIP1	0.04608009266299818	0.07159405072199646	No data	No data	No data	No data	No data	No data	No data	No data	0.0840840540854074	No data
CCN1	0.046017014455875534	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37847247282637	No data
PRM2	0.04595782207935474	0.07559712760055803	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADAM15	0.045939762160029485	0.07556742040461369	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCSK1	0.045907912900457586	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2278705982589047	0.3206075043904287
UVRAG	0.04586637982165177	0.07544671203013091	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRB7	0.04586017559422165	0.07543650654711459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDCD1	0.045737957790259624	0.03622448364789171	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.33089673314000534
CXCL6	0.0456737799007852	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37564949892507393	No data
CEACAM7	0.04566958576592859	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37561500375824664	No data
SNAI1	0.04558390917235003	0.06148119097325401	No data	No data	No data	No data	No data	No data	No data	No data	0.27001756575296176	No data
SULT1E1	0.04553543295245384	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.374511647800613	No data
GTDC1	0.04546672101984546	0.074789303648492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTK6	0.04545951788235865	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07615227442204209	0.35484920656590324
SLPI	0.04545760955841827	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.373871579931529	No data
SMC1B	0.04543343166642025	0.07473454518987138	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TM6SF2	0.045403146369636445	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37342364088159274	No data
SMLR1	0.04539250406171227	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3733361119394336	No data
ARHGEF1	0.045312338083617856	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37267677720586395
LTBP4	0.04520608424423312	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04665870085087268	0.36013820450512435
TTC7A	0.045192224630845344	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37168888965974517
PI15	0.04514470402336867	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3712980507051851	No data
SBSN	0.04504703976867468	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3704947992900761	No data
PF4	0.045028444373775116	0.06466862131160306	No data	No data	No data	No data	No data	No data	No data	No data	0.18799501067616758	No data
LIF	0.04499787963029361	0.07245935908336745	No data	No data	No data	No data	No data	No data	No data	No data	0.03117472159785356	No data
DOCK2	0.04499578376320754	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0564109478283263	0.3559705011481647
PAK1	0.044987686227251335	0.0740013277892723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MEX3A	0.04497560977157179	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36990731468341104
DHDH	0.0449176983870578	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36943101553273866	No data
MBOAT2	0.04486012979091741	0.07166349943764011	No data	No data	No data	No data	No data	No data	No data	No data	0.04256015399237493	No data
A4GNT	0.04484008458960345	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17930539787490263	0.3239663220472329
CLEC4E	0.044806870170496865	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3685194955291762	No data
SHARPIN	0.04466372543864621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.367342184456822
CSF3R	0.04465369828419775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3672597149184481	No data
TRIM25	0.04459278875662534	0.07335175143588236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DLK1	0.04455654728078765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3664606848002852
STMN3	0.044553635949825955	0.07328734804169144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NEK8	0.0445528514822408	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3664302882604046
DCK	0.04447708761203043	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36580715919285267
SKIC2	0.04444410111222609	0.07310717155115963	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SIGIRR	0.04443355931803424	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3654491555009258
MYEOV	0.04442623681657992	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3653889307065653	No data
CMTM2	0.04439143994168835	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3651027396217553	No data
ABCG2	0.044370765507945664	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3649327002535912	No data
TREH	0.044340034357632736	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3646799482098252	No data
